,index,Event ID,Agency,Standardized Type,Agency-specific Type,Start time,Closed time,Location,Op. Center,Latitude,Longitude,Road,Duration (Incident clearance time),Operator Notes,Responders,Max Lanes Closed,geometry,duration_min
7910,241,CALTRANS_190902IN00324,CADOT,Obstructions,1125-Traffic Hazard,2019-09-02 16:15:00,2019-09-02 18:00:00,I15 S SO ONTARIO AVE,Unknown,33.837302,-117.533056,I-15,1 hour 45 minutes,17.0,,,POINT (228351.8650632273 -461241.1190114659),105
7913,244,CALTRANS_190902IN00350,CADOT,Obstructions,1125-Traffic Hazard,2019-09-02 16:36:00,2019-09-02 17:04:00,SR60 W TO I215 S CON MV,Unknown,33.942213,-117.292447,SR 60,28 minutes,1.0,,,POINT (250285.7287591214 -449002.5524503929),28
7914,245,CALTRANS_190902IN00363,CADOT,Incident,SIG Alert,2019-09-02 16:50:00,2019-09-02 17:51:00,I15 S SO ONTARIO AVE,Unknown,33.837302,-117.533056,I-15,1 hour 1 minute,1.0,,,POINT (228351.8650632273 -461241.1190114659),61
7887,183,CALTRANS_190902IC00176,CADOT,Obstructions,1125-Traffic Hazard,2019-09-02 16:55:00,2019-09-02 18:00:00,WB 10 JEO SUNSET,Unknown,33.92471,-116.911803,,1 hour 5 minutes,2.0,,,POINT (285523.9397996585 -449867.3749800604),65
3389,86,CALTRANS_190902IN00396,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-02 17:27:00,2019-09-02 18:06:00,SR60 W EO RAMONA AVE,Unknown,34.030286,-117.700873,SR 60,39 minutes,4.0,,,POINT (212302.0791001503 -440233.2111035259),39
3390,87,CALTRANS_190902IN00398,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-02 17:27:00,2019-09-02 18:05:00,,Unknown,34.070215000000005,-117.47636299999999,Valley Blvd,38 minutes,7.0,,,POINT (232910.8360825318 -435278.2350880001),38
7917,248,CALTRANS_190902IN00448,CADOT,Incident,BREAK-Traffic Break,2019-09-02 18:05:00,2019-09-02 18:53:00,I15 N SO HIDDEN VALLEY PKWY,Unknown,33.891232,-117.554776,I-15,48 minutes,2.0,,,POINT (226187.5648577605 -455314.0625322079),48
3392,92,CALTRANS_190902IN00456,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-02 18:14:00,2019-09-02 19:05:00,,Unknown,34.082893,-117.69524799999999,I-10,51 minutes,5.0,,,POINT (212679.5429049515 -434386.6665798752),51
3393,94,CALTRANS_190902IN00461,CADOT,Obstructions,1125-Traffic Hazard,2019-09-02 18:16:00,2019-09-02 18:41:00,,Unknown,34.232949,-117.420542,I-215,25 minutes,7.0,,,POINT (237570.2654801213 -417092.4509735056),25
7919,251,CALTRANS_190902IN00472,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-02 18:25:00,2019-09-02 20:54:00,I215 S PLACENTIA AVE,Unknown,33.823190999999994,-117.24140700000001,I-215,2 hours 29 minutes,14.0,,,POINT (255386.5708316966 -462061.4157573991),149
3394,98,CALTRANS_190902IN00549,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-02 19:31:00,2019-09-02 20:10:00,I210 E WO SIERRA AVE,Unknown,34.136198,-117.44522099999999,I-210,39 minutes,1.0,,,POINT (235587.0725814633 -427884.0971155376),39
3395,99,CALTRANS_190902IN00555,CADOT,Animal Struck,1125A-Animal Hazard,2019-09-02 19:39:00,2019-09-02 20:05:00,I215 S NO HIGHLAND AVE,Unknown,34.160659,-117.33015800000001,I-215,26 minutes,2.0,,,POINT (246118.3694005776 -424879.1081523309),26
7923,256,CALTRANS_190902IN00561,CADOT,Obstructions,1125-Traffic Hazard,2019-09-02 19:46:00,2019-09-02 20:14:00,SR60 W WO PEDLEY RD,Unknown,34.019575,-117.48954499999999,SR 60,28 minutes,6.0,,,POINT (231843.258141115 -440925.9523910177),28
7926,259,CALTRANS_190902IN00592,CADOT,Traffic Signal Not Working,1166-Defective Traffic Signals,2019-09-02 20:10:00,2019-09-02 20:42:00,,Unknown,33.89577,-117.497634,CA 91,32 minutes,2.0,,,POINT (231458.8052892827 -454673.0143247559),32
7927,260,CALTRANS_190902IN00593,CADOT,Obstructions,1125-Traffic Hazard,2019-09-02 20:10:00,2019-09-02 20:47:00,I215 N SO CACTUS AVE,Unknown,33.897887,-117.274887,I-215,37 minutes,1.0,,,POINT (252049.8180385096 -453870.3202463398),37
7884,166,CALTRANS_190902CT00006,CADOT,Obstructions,1125-Traffic Hazard,2019-09-02 20:13:00,2019-09-03 12:30:00,I215 N SO BLAINE ST,Unknown,33.980598,-117.340263,I-215,16 hours 17 minutes,3.0,,,POINT (245747.3707656988 -444871.7705226131),977
7888,196,CALTRANS_190902IC00274,CADOT,Obstructions,1125-Traffic Hazard,2019-09-02 20:33:00,2019-09-02 22:17:00,I10 E WO Beaumont Av - IC,Unknown,33.927580999999996,-116.981349,I-10,1 hour 44 minutes,,,,POINT (279086.019844808 -449756.1906811972),104
3398,105,CALTRANS_190902IN00618,CADOT,Obstructions,1125-Traffic Hazard,2019-09-02 20:35:00,2019-09-02 21:35:00,I15 S NO BASELINE RD,Unknown,34.12773,-117.506599,I-15,1 hour,1.0,,,POINT (229953.1697692941 -428973.8831101474),60
7928,261,CALTRANS_190902IN00620,CADOT,Obstructions,1125-Traffic Hazard,2019-09-02 20:38:00,2019-09-02 21:44:00,I15 S NO LIMONITE AVE,Unknown,33.985198,-117.549062,I-15,1 hour 6 minutes,2.0,,,POINT (226446.6030931815 -444881.6842730064),66
3399,106,CALTRANS_190902IN00635,CADOT,Obstructions,1125-Traffic Hazard,2019-09-02 20:50:00,2019-09-02 22:51:00,I210 E WO I10,Unknown,34.076901,-117.200829,I-210,2 hours 1 minute,,,,POINT (258311.4266062731 -433823.0401503937),121
3400,107,CALTRANS_190902IN00637,CADOT,Vehicle On Fire,CFIRE-Car Fire,2019-09-02 20:53:00,2019-09-02 21:16:00,,Unknown,34.192539000000004,-117.41210600000001,Grapevine Ln,23 minutes,1.0,,,POINT (238469.3993779446 -421553.0113677443),23
3401,108,CALTRANS_190902IN00641,CADOT,Obstructions,1125-Traffic Hazard,2019-09-02 20:57:00,2019-09-02 22:02:00,,Unknown,34.15285,-117.33104399999999,Cajon Blvd,1 hour 5 minutes,5.0,,,POINT (246061.1005517987 -425747.4051630977),65
7889,201,CALTRANS_190902IC00298,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-02 21:13:00,2019-09-02 21:38:00,I10 W EO Highland Springs Av,Unknown,33.926734,-116.940265,I-10,25 minutes,1.0,,,POINT (282886.1167088329 -449728.3244943251),25
3402,110,CALTRANS_190902IN00659,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-02 21:15:00,2019-09-02 21:59:00,I15 S SO JURUPA AVE,Unknown,34.039547999999996,-117.550381,I-15,44 minutes,2.0,,,POINT (226169.0156199602 -438858.1319519505),44
3403,111,CALTRANS_190902IN00660,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-02 21:16:00,2019-09-02 21:54:00,SR60 W EO CENTRAL AVE,Unknown,34.0304,-117.681564,SR 60,38 minutes,1.0,,,POINT (214084.4148285654 -440177.1496768836),38
3430,148,CALTRANS_190902LA01705,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-02 21:19:00,2019-09-02 21:40:00,SR60 W EO CENTRAL AVE,Unknown,34.0304,-117.681564,SR 60,21 minutes,,,,POINT (214084.4148285654 -440177.1496768836),21
3404,112,CALTRANS_190902IN00697,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-02 21:41:00,2019-09-02 22:05:00,I210 W AT I215,Unknown,34.144509,-117.31955500000001,I-210,24 minutes,5.0,,,POINT (247146.1913698831 -426642.5066783875),24
3405,113,CALTRANS_190902IN00706,CADOT,Fire,FIRE-Report of Fire,2019-09-02 21:49:00,2019-09-02 22:51:00,DUPES / BEAT INFO,Unknown,34.145992,-117.28954499999999,DUPES / BEAT INFO,1 hour 2 minutes,2.0,,,POINT (249907.7633523344 -426399.3823168441),62
7930,264,CALTRANS_190902IN00755,CADOT,Obstructions,23114-Object Flying From Veh,2019-09-02 22:30:00,2019-09-02 23:23:00,OCC'D SR91 W EO LA SIERRA AVE,Unknown,33.895303000000006,-117.490806,SR 91,53 minutes,1.0,,,POINT (232091.5912364445 -454708.0987352375),53
7929,263,CALTRANS_190902IN00750,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-02 22:32:00,2019-09-03 00:46:00,I15 N NO SR60,Unknown,34.031831,-117.550055,I-15,2 hours 14 minutes,9.0,,,POINT (226221.225904528 -439713.0902044717),134
3409,118,CALTRANS_190902IN00764,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-02 22:42:00,2019-09-03 00:07:00,,Unknown,34.066275,-117.328202,I-10,1 hour 25 minutes,2.0,,,POINT (246593.6675011037 -435340.4678641115),85
3410,119,CALTRANS_190902IN00776,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-02 22:52:00,2019-09-03 00:01:00,I210 W EO EUCLID AVE,Unknown,34.134883,-117.646677,I-210,1 hour 9 minutes,11.0,,,POINT (217017.5547676321 -428510.7964892169),69
7932,266,CALTRANS_190902IN00773,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-02 22:52:00,2019-09-02 23:50:00,,Unknown,33.912996,-117.28476599999999,I-215,58 minutes,14.0,,,POINT (251088.3592585674 -452221.474651678),58
7934,270,CALTRANS_190902IN00838,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-02 23:35:00,2019-09-03 00:35:00,,Unknown,33.891739,-117.50614499999999,CA 91,1 hour,24.0,,,POINT (230683.5124059586 -455140.6772907013),60
7935,271,CALTRANS_190902IN00856,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-02 23:40:00,2019-09-03 00:44:00,,Unknown,33.948714,-117.300692,Box Springs Rd,1 hour 4 minutes,2.0,,,POINT (249503.2419493197 -448303.5150387953),64
3412,123,CALTRANS_190902IN00858,CADOT,Fire,FIRE-Report of Fire,2019-09-02 23:43:00,2019-09-03 00:08:00,JSO FRWY,Unknown,34.134259,-117.35318000000001,JSO FRWY,25 minutes,1.0,,,POINT (244078.4037092783 -427866.2945748284),25
7936,273,CALTRANS_190902IN00942,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-03 00:40:00,2019-09-03 01:56:00,OCCRD: WB 60 VALLEY OFR,Unknown,34.011976000000004,-117.444226,,1 hour 16 minutes,2.0,,,POINT (236050.2322399335 -441656.7376593389),76
3413,126,CALTRANS_190902IN00959,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 00:58:00,2019-09-03 01:36:00,SR60 W EO RAMONA AVE,Unknown,34.030286,-117.700873,SR 60,38 minutes,4.0,,,POINT (212302.0791001503 -440233.2111035259),38
7891,213,CALTRANS_190902IC00400,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 01:07:00,2019-09-03 02:01:00,I10 W EO Cherry Valley Blvd,Unknown,33.970329,-117.03834499999999,I-10,54 minutes,4.0,,,POINT (273670.1584085362 -445183.2584510548),54
3415,128,CALTRANS_190902IN01008,CADOT,Vehicle On Fire,CFIRE-Car Fire,2019-09-03 01:45:00,2019-09-03 03:36:00,I10 E WO TENNESSEE ST,Unknown,34.065554999999996,-117.200775,I-10,1 hour 51 minutes,10.0,,,POINT (258353.563868977 -435080.9684080319),111
7892,216,CALTRANS_190902IC00420,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 01:52:00,2019-09-03 02:34:00,I10 W EO Cherry Valley Blvd,Unknown,33.970329,-117.03834499999999,I-10,42 minutes,2.0,,,POINT (273670.1584085362 -445183.2584510548),42
7939,277,CALTRANS_190902IN01030,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-03 02:03:00,2019-09-03 02:24:00,I215 S NO NUEVO RD,Unknown,33.806740999999995,-117.234606,I-215,21 minutes,6.0,,,POINT (256069.2230044384 -463866.5879481677),21
7940,278,CALTRANS_190902IN01038,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 02:05:00,2019-09-03 04:05:00,NOW: PYRITE JSO 60,Unknown,34.017475,-117.470975,CA 60,2 hours,6.0,,,POINT (233564.025613635 -441113.2326101139),120
3417,130,CALTRANS_190902IN01032,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 02:05:00,2019-09-03 02:26:00,I10 E TO I215 N CON,Unknown,34.064501,-117.29698799999998,I-10,21 minutes,3.0,,,POINT (249479.398145264 -435455.5177212791),21
7883,163,CALTRANS_190902BC01018,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-03 02:07:00,2019-09-03 02:32:00,I215 S NO NUEVO RD,Unknown,33.806740999999995,-117.234606,I-215,25 minutes,6.0,,,POINT (256069.2230044384 -463866.5879481677),25
3418,131,CALTRANS_190902IN01046,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 02:13:00,2019-09-03 02:46:00,,Unknown,34.03093,-117.328346,I-215,33 minutes,6.0,,,POINT (246690.8508966907 -439260.0475130524),33
3419,132,CALTRANS_190902IN01052,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 02:16:00,2019-09-03 04:03:00,,Unknown,34.067407,-117.532424,I-10,1 hour 47 minutes,7.0,,,POINT (227746.1570768325 -435725.8158069546),107
7941,279,CALTRANS_190902IN01063,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-03 02:21:00,2019-09-03 02:48:00,SB JNO,Unknown,34.01818,-117.33980700000001,JNO,27 minutes,5.0,,,POINT (245672.5400261765 -440703.5470915921),27
3422,135,CALTRANS_190902IN01085,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 02:39:00,2019-09-03 03:07:00,SB JSO PINNACLE PEAK STEAK HOUSE,Unknown,34.024772999999996,-117.33561,JSO PINNACLE PEAK STEAK HOUSE,28 minutes,7.0,,,POINT (246039.4871612851 -439961.6231533247),28
7893,219,CALTRANS_190902IC00450,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 03:01:00,2019-09-03 03:27:00,EB JWO,Unknown,33.947665,-117.00579599999999,JWO,26 minutes,1.0,,,POINT (276756.2144542785 -447601.3643695633),26
7943,282,CALTRANS_190902IN01124,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 03:13:00,2019-09-03 03:54:00,SR60 E WO I215 RIV IC,Unknown,33.994141,-117.35933999999999,SR 60,41 minutes,7.0,,,POINT (243943.3671293819 -443419.4233934456),41
7944,283,CALTRANS_190902IN01150,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 03:25:00,2019-09-03 04:43:00,I15 N NO SR91,Unknown,33.88556,-117.54969399999999,I-15,1 hour 18 minutes,6.0,,,POINT (226673.8107681512 -455930.788459036),78
3426,140,CALTRANS_190902IN01160,CADOT,Vehicle On Fire,CFIRE-Car Fire,2019-09-03 03:33:00,2019-09-03 04:33:00,,Unknown,34.026732,-117.567448,CA 60,1 hour,20.0,,,POINT (224630.0681114821 -440319.8694817554),60
3516,317,CALTRANS_190902IN01229,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-03 04:07:00,2019-09-03 04:46:00,SB,Unknown,34.221634,-117.409254,,39 minutes,1.0,,,POINT (238643.9423652538 -418319.0295449677),39
3517,318,CALTRANS_190902IN01245,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-03 04:19:00,2019-09-03 07:52:00,,Unknown,34.029403,-117.12999199999999,I-10,3 hours 33 minutes,17.0,,,POINT (265005.8659044575 -438894.0851566042),213
3519,320,CALTRANS_190902IN01318,CADOT,Fire,FIRE-Report of Fire,2019-09-03 05:34:00,2019-09-03 06:12:00,I215 N SO 2ND ST,Unknown,34.098208,-117.301773,I-215,38 minutes,3.0,,,POINT (248931.4750524331 -431730.4172430704),38
7957,388,CALTRANS_190903IN00044,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 08:16:00,2019-09-03 08:47:00,NOW: MLK OFF SB 215,Unknown,33.970857,-117.330529,,31 minutes,,,,POINT (246676.9280528992 -445926.5309993122),31
7958,390,CALTRANS_190903IN00073,CADOT,Fire,FIRE-Report of Fire,2019-09-03 09:09:00,2019-09-03 10:02:00,** DUPES **,Unknown,33.980771999999995,-117.369123,Mission Inn Ave,53 minutes,2.0,,,POINT (243080.9932617443 -444926.8783625541),53
7959,391,CALTRANS_190903IN00104,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 10:00:00,2019-09-03 10:34:00,SR60 W EO I15,Unknown,34.019717,-117.542427,SR 60,34 minutes,6.0,,,POINT (226960.2451398639 -441038.1614583614),34
3521,353,CALTRANS_190903IN00123,CADOT,Vehicle On Fire,CFIRE-Car Fire,2019-09-03 10:20:00,2019-09-03 11:04:00,76 GAS ST N,Unknown,34.025321999999996,-117.726984,GAS ST,44 minutes,2.0,,,POINT (209904.6462507324 -440841.8261790317),44
7960,392,CALTRANS_190903IN00120,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-03 10:38:00,2019-09-03 11:29:00,OCCR'D REX ONR TO NB 215,Unknown,33.853433,-117.255625,OCCR'D REX ONR,51 minutes,2.0,,,POINT (253973.5873005774 -458747.1194274672),51
3522,354,CALTRANS_190903IN00125,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 11:02:00,2019-09-03 11:57:00,I10 W TO I215 N CON,Unknown,34.064303,-117.29200800000001,I-10,55 minutes,1.0,,,POINT (249939.5386681317 -435464.3564982372),55
3524,357,CALTRANS_190903IN00149,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-03 11:55:00,2019-09-03 12:48:00,,Unknown,34.145818,-117.299376,CA 210,53 minutes,4.0,,,POINT (249002.1267313706 -426444.5448025251),53
3525,359,CALTRANS_190903IN00165,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-03 12:10:00,2019-09-03 12:38:00,I215 N SO DEVORE RD,Unknown,34.221571000000004,-117.400784,I-215,28 minutes,1.0,,,POINT (239424.1442756247 -418304.6618963494),28
3627,492,CALTRANS_190903INFSP00001,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-03 12:11:00,2019-09-03 12:48:00,I215 N SO DEVORE RD,Unknown,34.221571000000004,-117.400784,I-215,37 minutes,2.0,,,POINT (239424.1442756247 -418304.6618963494),37
7961,395,CALTRANS_190903IN00169,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 12:22:00,2019-09-03 13:47:00,I215 N NO BOX SPRINGS RD,Unknown,33.954726,-117.305097,I-215,1 hour 25 minutes,4.0,,,POINT (249077.2355606336 -447648.537905117),85
3527,361,CALTRANS_190903IN00181,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 12:43:00,2019-09-03 13:39:00,I210 E WO HIGHLAND AVE ARDEN,Unknown,34.138467,-117.24271499999999,I-210,56 minutes,4.0,,,POINT (254248.6235429795 -427109.3433975293),56
7962,396,CALTRANS_190903IN00180,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-03 12:44:00,2019-09-03 14:09:00,SR60 W EO PIGEON PASS RD,Unknown,33.941019,-117.25260800000001,SR 60,1 hour 25 minutes,7.0,,,POINT (253971.2527114251 -449028.9847455886),85
8051,498,CALTRANS_190903INFSP00020,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-03 12:45:00,2019-09-03 13:25:00,SR60 W EO PIGEON PASS RD,Unknown,33.941019,-117.25260800000001,SR 60,40 minutes,6.0,,,POINT (253971.2527114251 -449028.9847455886),40
3529,364,CALTRANS_190903IN00218,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-03 13:30:00,2019-09-03 14:52:00,,Unknown,34.030508000000005,-117.659628,CA 60,1 hour 22 minutes,9.0,,,POINT (216109.2801732899 -440115.4059723499),82
3629,494,CALTRANS_190903INFSP00053,CADOT,Collision,1179-Trfc Collision-1141Enrt,2019-09-03 13:32:00,2019-09-03 14:02:00,SR60 W EO CENTRAL AVE,Unknown,34.0304,-117.681564,SR 60,30 minutes,7.0,,,POINT (214084.4148285654 -440177.1496768836),30
3530,365,CALTRANS_190903IN00223,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 13:34:00,2019-09-03 14:35:00,I210 E TO I10 W CON,Unknown,34.072286,-117.200952,I-210,1 hour 1 minute,8.0,,,POINT (258315.1914450787 -434335.1009394187),61
7965,403,CALTRANS_190903IN00234,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-03 13:42:00,2019-09-03 14:31:00,I215 N SO SR60 MV IC,Unknown,33.938005,-117.29071299999998,I-215,49 minutes,8.0,,,POINT (250459.3114536053 -449464.5130146239),49
7967,405,CALTRANS_190903IN00247,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 13:57:00,2019-09-03 14:38:00,WB ALESSANDRO AT THE 215,Unknown,33.916834,-117.287399,ALESSANDRO,41 minutes,2.0,,,POINT (250832.7642664029 -451802.9391096774),41
7968,406,CALTRANS_190903IN00264,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 14:17:00,2019-09-03 15:08:00,I215 S NO BOX SPRINGS RD,Unknown,33.950461,-117.303118,I-215,51 minutes,3.0,,,POINT (249273.5505378438 -448116.2044405448),51
3631,496,CALTRANS_190903INFSP00080,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 14:18:00,2019-09-03 14:51:00,SR60 W EO VINEYARD AVE,Unknown,34.030671000000005,-117.60245800000001,SR 60,33 minutes,3.0,,,POINT (221386.7724728873 -439965.4245375898),33
8056,505,CALTRANS_190903INFSP00083,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 14:20:00,2019-09-03 15:24:00,I215 S BOX SPRINGS RD,Unknown,33.94809,-117.30143100000001,I-215,1 hour 4 minutes,4.0,,,POINT (249436.922659248 -448374.6431152876),64
8057,506,CALTRANS_190903INFSP00092,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 14:35:00,2019-09-03 15:20:00,SR60 W WO PIGEON PASS RD,Unknown,33.941238,-117.270551,SR 60,45 minutes,3.0,,,POINT (252312.3471042566 -449052.6128543522),45
7971,410,CALTRANS_190903IN00279,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 14:36:00,2019-09-03 15:38:00,I215 N SO RAMONA EXWY,Unknown,33.83521,-117.24760500000001,I-215,1 hour 2 minutes,5.0,,,POINT (254774.239656902 -460745.735711256),62
8059,508,CALTRANS_190903INFSP00094,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 14:38:00,2019-09-03 15:21:00,I215 N SO RAMONA EXWY,Unknown,33.83521,-117.24760500000001,I-215,43 minutes,4.0,,,POINT (254774.239656902 -460745.735711256),43
7972,411,CALTRANS_190903IN00284,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 14:39:00,2019-09-03 15:42:00,,Unknown,33.93286,-117.41443899999999,Lila St,1 hour 3 minutes,1.0,,,POINT (239039.9586792964 -450354.3457380184),63
3534,370,CALTRANS_190903IN00289,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 14:40:00,2019-09-03 15:38:00,,Unknown,34.030609999999996,-117.62331,CA 60,58 minutes,2.0,,,POINT (219461.8931373758 -440020.6685785973),58
3633,498,CALTRANS_190903INFSP00097,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 14:42:00,2019-09-03 15:07:00,,Unknown,34.030609999999996,-117.62331,CA 60,25 minutes,1.0,,,POINT (219461.8931373758 -440020.6685785973),25
3533,369,CALTRANS_190903IN00288,CADOT,Animal Struck,1125A-Animal Hazard,2019-09-03 14:42:00,2019-09-03 16:17:00,NO,Unknown,34.031137,-117.68950500000001,Central Ave,1 hour 35 minutes,6.0,,,POINT (213349.2960667376 -440113.3220163262),95
7973,412,CALTRANS_190903IN00303,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 14:51:00,2019-09-03 15:25:00,I15 N SO DOS LAGOS,Unknown,33.799671000000004,-117.50303899999999,I-15,34 minutes,3.0,,,POINT (231239.6382716781 -465340.1963581904),34
3536,372,CALTRANS_190903IN00302,CADOT,Obstructions,1125-Traffic Hazard,2019-09-03 14:53:00,2019-09-03 15:14:00,I15 S SO DUNCAN CANYON RD,Unknown,34.161567,-117.46576100000001,I-15,21 minutes,1.0,,,POINT (233618.2230967934 -425121.4904268803),21
8060,509,CALTRANS_190903INFSP00104,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 14:53:00,2019-09-03 15:24:00,I15 N SO DOS LAGOS,Unknown,33.799671000000004,-117.50303899999999,I-15,31 minutes,1.0,,,POINT (231239.6382716781 -465340.1963581904),31
3538,374,CALTRANS_190903IN00312,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 15:00:00,2019-09-03 15:35:00,I15 S NO SUMMIT AVE,Unknown,34.157212,-117.471014,I-15,35 minutes,4.0,,,POINT (233146.9778685591 -425617.399814114),35
3636,501,CALTRANS_190903INFSP00108,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 15:01:00,2019-09-03 15:45:00,I15 S NO SUMMIT AVE,Unknown,34.157212,-117.471014,I-15,44 minutes,7.0,,,POINT (233146.9778685591 -425617.399814114),44
7974,413,CALTRANS_190903IN00325,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 15:12:00,2019-09-03 16:04:00,I215 N SO BOX SPRINGS RD,Unknown,33.946195,-117.297335,I-215,52 minutes,5.0,,,POINT (249821.4167426218 -448573.9586796807),52
7975,414,CALTRANS_190903IN00328,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-03 15:14:00,2019-09-03 16:33:00,SR91 E WO ADAMS ST,Unknown,33.924915000000006,-117.423993,SR 91,1 hour 19 minutes,3.0,,,POINT (238180.8312868302 -451259.2726951027),79
